Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Critic_Score,Generos,Plataformas,Empresa,Titulos
Parfait,PSV,2015,Adventure,TGL,0,0,30000,46,1,19,441,5418
The Incredibles,PS2,2004,Action,THQ,960000,1080000,40000,51,0,15,442,7548
Pro Yakyuu Family Stadium '88,NES,1988,Sports,Namco Bandai Games,100000,0,1080000,40,10,11,317,5747
Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007,Adventure,Capcom,300000,30000,250000,44,1,4,82,5515
Atlantic Quest,PC,2011,Puzzle,Avanquest,0,20000,0,48,5,13,55,423
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Namco Bandai Games,0,0,120000,47,11,4,317,7185
Virtua Fighter 4: Evolution,PS2,2003,Fighting,Sega,350000,270000,0,63,2,15,406,8219
NCAA College Football 2K3,GC,2002,Sports,Sega,50000,10000,0,96,10,7,406,4916
Mass Effect Trilogy,PS3,2012,Action,Electronic Arts,370000,0,0,48,0,16,131,4299
Final Fantasy II,NES,1988,Role-Playing,SquareSoft,0,0,760000,44,7,11,423,2389
MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,0,0,110000,88,10,15,254,4097
Colin McRae Rally 3,XB,2002,Racing,Codemasters,30000,10000,0,73,6,28,88,1198
NBA Live 06 (Weekly american sales),PS2,2005,Sports,Electronic Arts,1350000,50000,0,63,10,15,131,4883
Disney's DuckTales,NES,1989,Platform,Capcom,910000,300000,420000,42,4,11,82,1702
Sonic Lost World,WiiU,2013,Platform,Sega,230000,120000,10000,94,4,26,406,6760
Wave Race: Blue Storm,GC,2001,Racing,Nintendo,400000,100000,90000,95,6,7,329,8357
Freedom Fighters,GC,2003,Shooter,Electronic Arts,100000,30000,0,95,8,7,131,2520
Left 4 Dead,PC,2008,Shooter,Electronic Arts,0,20000,0,42,8,13,131,3926
EyeToy: Operation Spy,PS2,2005,Action,Sony Computer Entertainment,50000,40000,0,74,0,15,414,2180
007: Quantum of Solace,PC,2008,Action,Activision,10000,10000,0,60,0,13,21,9
Yakuza: Dead Souls,PS3,2011,Shooter,Sega,90000,60000,420000,80,8,16,406,8612
Fatal Frame,PS2,2001,Action,Wanadoo,70000,60000,0,41,0,15,493,2332
The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1150000,360000,40000,54,0,7,329,7611
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,120000,60000,210000,50,7,16,332,421
Romancing SaGa,SNES,1992,Role-Playing,SquareSoft,0,0,970000,86,7,22,423,6161
Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis,70000,50000,0,65,9,14,378,1204
Vehicular Combat League presents Motor Mayhem,PS2,2001,Racing,Atari,80000,60000,0,74,6,15,51,8198
SD Gundam: Gashapon Wars,Wii,2010,Strategy,Namco Bandai Games,0,0,30000,95,11,25,317,6239
Junior Brain Trainer 2,DS,2010,Misc,GSP,40000,200000,0,40,3,4,167,3569
NHL 2K3,XB,2002,Sports,Sega,90000,20000,0,64,10,28,406,5002
Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,40000,0,0,40,8,4,115,1975
Guitar Hero: Van Halen,PS3,2009,Misc,Activision,140000,90000,0,62,3,16,21,2894
Net High,PSV,2015,Adventure,Marvelous Games,0,0,20000,92,1,19,276,5140
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,170000,150000,20000,80,7,17,317,7320
Santa Claus Is Comin' to Town!,DS,2011,Puzzle,Crave Entertainment,60000,0,0,58,5,4,96,6342
Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3190000,910000,10000,93,3,27,21,2888
Digimon Rumble Arena 2,XB,2004,Fighting,Atari,10000,0,0,66,2,28,51,1623
Samurai Warriors: State of War,PSP,2005,Action,Tecmo Koei,70000,0,110000,51,0,18,452,6329
PlayStation Move Heroes,PS3,2011,Platform,Sony Computer Entertainment,80000,60000,0,71,4,16,414,5568
Farm Frenzy: Animal Country,DS,2009,Simulation,City Interactive,130000,10000,0,93,9,4,85,2319
Super Duper Sumos,GBA,2005,Action,Unknown,20000,10000,0,69,0,6,478,7105
Suzumiya Haruhi no Tsuisou,PS3,2011,Adventure,Namco Bandai Games,0,0,30000,93,1,16,317,7222
Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,830000,430000,0,60,0,29,296,6209
Barbie and the Three Musketeers,DS,2009,Adventure,Activision,120000,0,0,72,1,4,21,503
NHL 2003,XB,2002,Sports,Electronic Arts,150000,40000,0,60,10,28,131,4997
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,810000,110000,0,91,8,18,414,6250
Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai Games,10000,50000,0,54,2,27,317,1840
RPG Tsukuru 2,SNES,1996,Role-Playing,ASCII Entertainment,0,0,310000,80,7,22,13,5851
Batman: A Telltale Game Series,PS4,2016,Adventure,Telltale Games,30000,50000,0,47,1,17,454,532
Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006,Action,Crave Entertainment,10000,10000,0,41,0,15,96,640
Syberia II,PC,2004,Adventure,MC2 Entertainment,0,10000,0,58,1,13,265,7235
Street Fighter IV,PS3,2009,Fighting,Capcom,2030000,1040000,580000,40,2,16,82,7021
Science Papa,Wii,2009,Misc,Activision,110000,10000,0,55,3,25,21,6358
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,10000,30000,0,42,0,27,21,7364
Are You Smarter Than a 5th Grader? Back to School,DS,2010,Misc,THQ,80000,0,0,80,3,4,442,323
G-Force,Wii,2009,Action,Disney Interactive Studios,190000,200000,0,89,0,25,121,2586
Thief: Deadly Shadows,XB,2004,Action,Eidos Interactive,130000,40000,0,93,0,28,130,7761
Silent Scope 2: Dark Silhouette,PS2,2001,Shooter,Konami Digital Entertainment,90000,70000,0,44,8,15,254,6609
Fab 5 Soccer,DS,2008,Sports,Destineer,10000,0,0,42,10,4,117,2242
Puzzle de Harvest Moon,DS,2007,Puzzle,Natsume,120000,0,0,41,5,4,318,5814
NBA 08,PSP,2007,Sports,Sony Computer Entertainment,30000,0,0,71,10,18,414,4844
WTA Tour Tennis,PS2,2001,Sports,Konami Digital Entertainment,30000,20000,0,86,10,15,254,8269
.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,Namco Bandai Games,0,0,170000,56,7,15,317,1
And1 Streetball,PS2,2006,Action,Ubisoft,130000,100000,0,72,0,15,474,260
Myst,SAT,1994,Adventure,Sunsoft,0,0,60000,96,1,20,432,4796
Virtua Tennis 4,PS3,2011,Sports,Sega,90000,240000,30000,57,10,16,406,8231
Powerbike,DS,2009,Racing,Majesco Entertainment,10000,0,0,52,6,4,272,5685
Disney Princess: Enchanted Journey,PS2,2007,Adventure,Disney Interactive Studios,110000,90000,0,58,1,15,121,1676
Dungeons & Dragons: Shadow over Mystara,PS3,2013,Role-Playing,Capcom,0,0,20000,55,7,16,82,1994
Summon Night 4,PSP,2012,Role-Playing,Namco Bandai Games,0,0,70000,51,7,18,317,7078
Harvest Moon: Boy & Girl,PSP,2005,Simulation,Marvelous Interactive,80000,0,0,52,9,18,277,3028
PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,260000,190000,270000,41,0,25,329,5584
Jikkyou Powerful Pro Yakyuu 2009,PS2,2009,Sports,Konami Digital Entertainment,0,0,150000,75,10,15,254,3500
Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0,0,40000,66,0,18,420,8359
AirForce Delta Storm,XB,2001,Shooter,Konami Digital Entertainment,140000,40000,0,52,8,28,254,176
Jig-A-Pix: Pets,DS,2009,Puzzle,Zushi Games,30000,0,0,91,5,4,511,3476
Lost: Via Domus,PS3,2008,Action,Ubisoft,190000,220000,0,64,0,16,474,4033
GoldenEye: Rogue Agent,DS,2005,Shooter,Electronic Arts,100000,0,0,41,8,4,131,2788
Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,PQube,30000,0,50000,44,2,17,351,2879
Mary-Kate and Ashley: Winners Circle,PS,2001,Action,Acclaim Entertainment,80000,50000,0,71,0,14,17,4294
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0,40000,0,50,0,2,495,3885
Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,810000,580000,10000,80,2,16,131,2366
MotoGP '06,X360,2006,Racing,THQ,110000,10000,0,52,6,27,442,4690
Harvest Moon: Skytree Village,3DS,2016,Simulation,Natsume,20000,0,0,92,9,2,318,3034
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007,Action,Marvelous Interactive,0,0,20000,46,0,15,277,3681
Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Interactive,40000,20000,90000,42,0,19,277,6431
Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games,240000,270000,90000,58,0,17,317,1872
Sonic & Sega All-Stars Racing,PS3,2010,Racing,Sega,360000,430000,0,48,6,16,406,6742
Canvas 2,PS2,2006,Adventure,Kadokawa Shoten,0,0,20000,72,1,15,245,966
Jampack Winter 2002,PS2,2002,Misc,Sony Computer Entertainment,250000,200000,0,43,3,15,414,3436
1942,NES,1985,Shooter,Capcom,650000,140000,210000,46,8,11,82,29
Armored Core V,X360,2012,Simulation,Namco Bandai Games,130000,30000,40000,50,9,27,317,340
Ghostbusters: The Video Game,Wii,2009,Action,Atari,590000,200000,0,45,0,25,51,2707
Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,60000,30000,0,82,1,16,88,3945
Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei,60000,50000,0,81,7,15,452,4203
Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,PS2,2002,Strategy,Namco Bandai Games,0,0,380000,44,11,15,317,4567
Namco Museum,GBA,2001,Misc,Namco Bandai Games,3000000,1110000,50000,78,3,6,317,5032
Ride 2,PS4,2016,Racing,Milestone S.r.l,0,40000,0,53,6,17,299,6041
SD Gundam G Generation 3D,3DS,2011,Role-Playing,Namco Bandai Games,0,0,160000,44,7,2,317,6226
BeatMania IIDX 14 Gold,PS2,2008,Simulation,Konami Digital Entertainment,0,0,30000,68,9,15,254,599
Gadget Racers,PS2,2000,Racing,Midas Interactive Entertainment,40000,30000,0,59,6,15,297,2605
Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,Namco Bandai Games,90000,70000,250000,69,9,15,317,4576
Impossible Mission,DS,2007,Platform,System 3 Arcade Software,110000,0,0,62,4,4,436,3303
Tokimeki Memorial: Girl's Side,PS2,2002,Adventure,Konami Digital Entertainment,0,0,80000,91,1,15,254,7836
Port Royale 3,X360,2012,Simulation,Kalypso Media,60000,0,0,99,9,27,247,5649
Super Robot Taisen Z Special Disc,PS2,2009,Misc,Namco Bandai Games,0,0,80000,56,3,15,317,7180
Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,4410000,1040000,1390000,55,2,7,329,7190
Midway Arcade Treasures 3,GC,2005,Misc,Midway Games,50000,10000,0,82,3,7,298,4503
Kirby & the Amazing Mirror,GBA,2004,Platform,Nintendo,800000,50000,760000,60,4,6,329,3790
Imagine: Fashion Designer World Tour,DS,2009,Simulation,Ubisoft,270000,0,0,67,9,4,474,3280
Pac-Pix,DS,2005,Puzzle,Namco Bandai Games,160000,0,100000,79,5,4,317,5383
Dragon Age Origins: Awakening,PS3,2010,Role-Playing,Spike,240000,0,0,94,7,16,420,1828
Manhunt 2,PSP,2007,Action,Take-Two Interactive,40000,170000,0,89,0,18,448,4219
Turok: Rage Wars,N64,1999,Shooter,Acclaim Entertainment,300000,60000,0,50,8,10,17,8062
G1 Jockey 4 2007,PS2,2007,Sports,Tecmo Koei,0,0,10000,57,10,15,452,2591
The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,0,50000,0,67,0,13,98,7452
Brain Boost: Beta Wave,DS,2005,Puzzle,505 Games,140000,0,0,88,5,4,6,789
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,30000,0,110000,96,7,18,317,7583
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016,Action,Namco Bandai Games,0,0,30000,60,0,2,317,7092
Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,50000,30000,60000,40,7,16,452,302
NASCAR '14,X360,2014,Racing,Deep Silver,150000,0,0,75,6,27,115,4819
Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,90000,330000,200000,52,10,18,254,5725
Spyro: Enter the Dragonfly,GC,2002,Platform,Universal Interactive,550000,140000,0,54,4,7,477,6893
Major League Baseball 2K8,PS2,2008,Sports,Bethesda Softworks,70000,60000,0,54,10,15,64,4199
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,SNES,1991,Role-Playing,Angel Studios,0,0,290000,94,7,22,34,6237
Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991,Strategy,Namco Bandai Games,0,0,330000,55,11,22,317,3721
Cars Toon: Mater's Tall Tales,Wii,2010,Misc,Disney Interactive Studios,450000,20000,0,64,3,25,121,999
Monster Jam: Maximum Destruction,PS2,2002,Racing,Ubisoft,320000,250000,0,86,6,15,474,4634
The Simpsons: Road Rage,XB,2001,Racing,Electronic Arts,780000,260000,0,72,6,28,131,7674
Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,Nintendo,750000,30000,0,92,10,10,329,4201
Wolfenstein: The Old Blood,PC,2015,Action,Bethesda Softworks,0,80000,0,93,0,13,64,8467
Deer Drive: Legends,3DS,2012,Action,Maximum Family Games,30000,0,0,48,0,2,283,1522
Aquaman: Battle for Atlantis,XB,2016,Action,Unknown,10000,0,0,77,0,28,478,299
Skate,X360,2007,Sports,Electronic Arts,620000,30000,0,44,10,27,131,6665
Super Mario Land,GB,1989,Platform,Nintendo,10830000,2710000,4180000,47,4,5,329,7128
Cabela's Outdoor Adventures (2009),Wii,2009,Sports,Activision Value,280000,0,0,82,10,25,23,930
Superman Returns,X360,2006,Action,Electronic Arts,230000,10000,0,44,0,27,131,7205
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,0,0,20000,52,0,16,38,1816
L.A. Rush,PS2,2005,Racing,Midway Games,230000,180000,0,99,6,15,298,3876
Ys: The Ark of Napishtim,PS2,2005,Role-Playing,Konami Digital Entertainment,70000,50000,0,72,7,15,254,8658
Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,50000,20000,0,73,8,28,509,1211
Football Manager Handheld 2011,PSP,2010,Sports,Sega,0,270000,0,82,10,18,406,2477
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0,0,40000,77,10,15,254,7393
Medabots AX: Metabee,GBA,2002,Role-Playing,Natsume,180000,70000,0,68,7,6,318,4333
Crash Tag Team Racing,XB,2005,Racing,Vivendi Games,90000,30000,0,42,6,28,492,1286
Inspector Gadget: Gadget's Crazy Maze,PS,2001,Puzzle,Ubisoft,30000,20000,0,43,5,14,474,3331
Astro Boy: The Video Game,PSP,2009,Action,D3Publisher,40000,0,0,72,0,18,104,400
Robots,DS,2005,Action,Vivendi Games,120000,0,0,68,0,4,492,6107
Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,220000,340000,0,100,6,27,442,3559
Maximum Force,PS,1997,Shooter,GT Interactive,60000,40000,0,50,8,14,168,4318
FIFA 99,N64,1998,Sports,Electronic Arts,110000,390000,0,43,10,10,131,2220
Ro-Kyu-Bu! Lost Secret,PSP,2013,Adventure,Kadokawa Shoten,0,0,20000,43,1,18,245,6080
Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,670000,40000,10000,81,0,27,474,7884
MRC: Multi-Racing Championship,N64,1997,Racing,Ocean,200000,50000,0,100,6,10,342,4103
Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,2260000,1890000,1360000,53,2,14,414,7370
Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,30000,20000,0,89,8,15,130,1226
Alan Wake,PC,2012,Action,Nordic Games,0,60000,0,59,0,13,337,192
Finny the Fish & the Seven Waters,PS2,2004,Sports,Sony Computer Entertainment,20000,20000,0,96,10,15,414,2426
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0,0,30000,58,2,2,38,5130
12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,CyberFront,0,0,40000,87,1,15,102,23
Darksiders,PS3,2010,Action,THQ,10000,0,0,51,0,16,442,1450
Dragon Ball: Origins (JP & incomplete US sales),DS,2008,Adventure,Atari,40000,0,170000,65,1,4,51,1867
Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,370000,140000,0,74,10,6,21,7911
Tiger Woods PGA Tour 2000,PS,1998,Sports,Electronic Arts,370000,250000,0,51,10,14,131,7789
Mimana Iyar Chronicle,PSP,2009,Role-Playing,GungHo,70000,0,10000,97,7,18,195,4517
Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,1480000,280000,0,53,2,16,298,4671
FIFA Soccer 07,DS,2006,Sports,Electronic Arts,50000,10000,0,61,10,4,131,2223
The Crew,PS4,2014,Racing,Ubisoft,350000,1080000,30000,92,6,17,474,7468
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,870000,970000,0,59,6,18,131,5114
Need for Speed: V-Rally,PS,1997,Racing,Infogrames,430000,290000,90000,100,6,14,226,5127
World Championship Poker,PS2,2004,Misc,Play It,800000,30000,0,86,3,15,367,8480
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,50000,20000,20000,50,7,17,332,5101
Armored Core: For Answer,X360,2008,Simulation,Ubisoft,60000,10000,70000,61,9,27,474,341
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000,Sports,Sega,0,0,180000,56,10,3,406,6727
Disney Sing It,X360,2008,Misc,Disney Interactive Studios,390000,10000,0,95,3,27,121,1678
Guinness World Records: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,470000,10000,0,73,0,4,495,2881
Backyard NFL Football '09,Wii,2008,Sports,Atari,200000,0,0,46,10,25,51,455
Draglade,DS,2007,Fighting,505 Games,90000,0,0,41,2,4,6,1825
Akiba's Trip Plus,PSP,2012,Adventure,Acquire,0,0,80000,52,1,18,20,188
The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,110000,90000,0,41,0,15,477,7665
Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment,90000,10000,0,93,4,16,495,8379
Rally Challenge 2000,N64,1999,Racing,Imagineer,30000,10000,0,60,6,10,223,5879
Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,150000,10000,20000,75,0,27,317,2019
Rock Blast,Wii,2010,Puzzle,UFO Interactive,20000,0,0,88,5,25,473,6121
R: Racing Evolution,GC,2003,Racing,Namco Bandai Games,60000,20000,0,77,6,7,317,5843
Angelique Retour,PSV,2015,Action,Tecmo Koei,0,0,20000,61,0,19,452,263
Blender Bros.,GBA,2002,Platform,Unknown,20000,10000,0,51,4,6,478,713
NHL 2K10,X360,2009,Sports,Take-Two Interactive,110000,20000,0,86,10,27,448,5000
The New York Times Crosswords,DS,2007,Puzzle,Majesco Entertainment,420000,0,0,67,5,4,272,7641
Avatar: The Last Airbender,GC,2006,Adventure,THQ,390000,100000,0,85,1,7,442,433
Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008,Adventure,Marvelous Interactive,0,0,10000,90,1,15,277,3574
WWE All Stars,X360,2011,Fighting,THQ,180000,140000,0,58,2,27,442,8277
Glover,N64,1998,Platform,Hasbro Interactive,720000,170000,0,60,4,10,202,2731
Shiratsuyu no Kai,PSP,2013,Adventure,Idea Factory,0,0,20000,92,1,18,215,6555
Super Heroine Chronicle,PSV,2014,Role-Playing,Namco Bandai Games,0,0,50000,46,7,19,317,7113
Call of Duty: Ghosts,PS3,2013,Shooter,Activision,4100000,3630000,380000,55,8,16,21,950
Mario Tennis,GB,2000,Sports,Nintendo,500000,180000,440000,82,10,5,329,4264
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,60000,20000,80000,87,7,16,452,419
Chrono Cross,PS,1999,Role-Playing,SquareSoft,620000,420000,690000,89,7,14,423,1118
Two Worlds II,X360,2011,Role-Playing,Unknown,400000,70000,30000,94,7,27,478,8073
ESPN MLS ExtraTime 2002,XB,2002,Sports,Konami Digital Entertainment,10000,0,0,62,10,28,254,2046
Power Pro Kun Pocket 5,GBA,2003,Sports,Konami Digital Entertainment,0,0,250000,97,10,6,254,5665
Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,Focus Home Interactive,30000,40000,0,89,1,29,152,6483
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,930000,1940000,310000,94,2,15,317,7372
Start the Party! Save the World,PS3,2011,Misc,Sony Computer Entertainment,0,80000,0,66,3,16,414,6982
Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008,Action,Activision,120000,20000,0,51,0,18,21,6846
Hyrule Warriors,3DS,2016,Action,Nintendo,170000,130000,110000,75,0,2,329,3231
FIFA 15,PS3,2014,Sports,Electronic Arts,580000,3020000,40000,84,10,16,131,2217
Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2510000,1320000,10000,71,7,29,64,2262
Mata Hari: Betrayal is only a Kiss Away,PC,2008,Adventure,DTP Entertainment,0,20000,0,83,1,13,107,4306
Mario Kart 7,3DS,2011,Racing,Nintendo,5030000,4020000,2690000,87,6,2,329,4244
Judge Dredd: Dredd Vs Death,XB,2003,Shooter,Vivendi Games,10000,0,0,99,8,28,492,3556
Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,1991,Action,Konami Digital Entertainment,0,0,60000,85,0,5,254,7359
Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,Sony Computer Entertainment,40000,30000,0,56,4,15,414,7040
Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016,Misc,Nippon Columbia,0,0,80000,94,3,2,331,7066
CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,110000,40000,0,62,1,27,474,903
LEGO The Hobbit,PS4,2014,Action,Warner Bros. Interactive Entertainment,130000,380000,0,98,0,17,495,3906
NASCAR Rumble,PS,2000,Racing,Electronic Arts,310000,210000,0,55,6,14,131,4834
Mickey's Speedway USA (weekly JP sales),N64,2000,Racing,Nintendo,0,0,100000,41,6,10,329,4486
GT Advance Championship Racing,GBA,2001,Racing,THQ,240000,90000,0,61,6,6,442,2600
Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,450000,660000,20000,80,6,25,131,5113
Harry Potter Collection,PS2,2006,Misc,Electronic Arts,280000,210000,0,74,3,15,131,2998
Grand Prix Legends,PC,1997,Racing,Vivendi Games,0,10000,0,65,6,13,492,2815
Bomberman II,NES,1991,Puzzle,Hudson Soft,160000,30000,150000,89,5,11,210,757
Under Night In-Birth,PS3,2014,Fighting,Nippon Ichi Software,60000,10000,40000,44,2,16,332,8129
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,340000,480000,20000,92,8,16,474,7861
UFC Undisputed 2010,PS3,2010,Fighting,THQ,800000,400000,20000,97,2,16,442,8087
Ninja Gaiden Sigma,PSV,2012,Action,Tecmo Koei,100000,50000,40000,44,0,19,452,5201
Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,110000,0,0,97,3,27,96,5533
Volleyball,NES,1987,Sports,Nintendo,140000,30000,1980000,95,10,11,329,8254
Magicians Academy,PS2,2007,Role-Playing,Enterbrain,0,0,10000,49,7,15,138,4174
Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,2009,Misc,Hudson Soft,0,0,410000,57,3,25,210,4606
Cake Mania 2: Jill's Next Adventure!,DS,2008,Puzzle,Majesco Entertainment,240000,0,0,99,5,4,272,935
Commandos: Strike Force,XB,2006,Shooter,Eidos Interactive,20000,0,0,56,8,28,130,1226
The Suffering: Ties That Bind,XB,2005,Action,Midway Games,70000,20000,0,91,0,28,298,7716
Mystery Tales of Time Travel,DS,2010,Puzzle,Foreign Media Games,10000,150000,0,65,5,4,154,4806
Space Camp,DS,2009,Action,Activision,140000,0,0,53,0,4,21,6807
Freedom Fighters,XB,2003,Shooter,Electronic Arts,170000,50000,0,84,8,28,131,2520
Batman Begins,PS2,2005,Action,Electronic Arts,270000,210000,0,54,0,15,131,529
Crusader: No Remorse,PS,1996,Adventure,Electronic Arts,30000,20000,0,76,1,14,131,1329
Palais de Reine,PS2,2007,Strategy,Interchannel-Holon,0,0,10000,66,11,15,229,5402
