description,country,variety
Neutral aromas of apple and peach kick it off then round citrus and a mild hint of pickled vegetable and apple carry the palate. This is a fleshy basic Chardonnay with youthful bounce and a touch of additional pickle on the finish. Drink soon.,Argentina,Chardonnay
Stemmy on the nose with aromas of rhubarb pie cherry and sucking candy. The palate is also candied with a lean fresh mouthfeel and floral red-fruit flavors. Not a lot of darkness or concentration but it does seem floral and refreshing. Shows some heat and scour on the finish.,Argentina,Malbec
Hints of wisteria and lemon blossom give this dilute Chardonnay a respectable bouquet while the palate is mild and tastes like bites of lemon apple and orange. There's not much weight or stuffing to it but it's generally clean and inoffensive.,Argentina,Chardonnay
Dark smoky black-fruit aromas include graphite. This is round chewy and balanced on the palate with ripe but standard flavors of cassis blackberry and black pepper. Notes of burnt toast and char appear on a solid ripe finish.,Argentina,Cabernet Sauvignon
Heavy concentrated aromas of raw oak and related vanilla compete with blackberry and cassis scents. This is full in body with pushy grabby tannins. Toasty creamy blackberry flavors are woody and inky while the finish tastes baked and blackened. Drink through 2019.,Argentina,Malbec
Punchy red fruit aromas and plum notes give this Malbec energy up front. A ripe round palate feels good and right. Spicy plum flavors with an herbal note finish woody salty and with rubbery lively tannins. Drink through 2019.,Argentina,Malbec
This is tight and sturdy as a rock up front with licorice hard spice leather and black cherry aromas. It feels round chewy tough and healthy with flavors of baked black fruit chocolate molasses and hickory. Roasted and oaky but cool and collected. Drink now through 2016.,Argentina,Cabernet Sauvignon
The nose is deep and dense delivering pure blackberry and blueberry aromas along with toast and herb notes. It feels balanced and pure as a cloudless night with controlled blackberry spice and chocolate flavors. Strong on the finish with bitter notes of chocolate and espresso and narrow tannins.,Argentina,Malbec
Cigar box green olive herbal notes and field scents define the bouquet on this single-vineyard Cabernet. With bright acidity the palate displays raciness along with oak-driven flavors of chocolate mint vanilla and herbal berry fruits. A lasting finish is spicy herbal and mildly green in flavor.,Argentina,Cabernet Sauvignon
After an opening of tomato red plum and berry aromas this shows a smooth texture and a full body. Berry ripe plum and cocoa flavors finish with medium tannins and good length.,Argentina,Cabernet Sauvignon
A wide jammy nose is the greeting on this fleshy full-bodied Cab. Additional aromas of rubber latex and smoke give it weight and masculinity. This runs spicy and lightly herbal in terms of flavors while wood spice cinnamon and herbs compete with mocha and chocolaty black-fruit notes on the finish.,Argentina,Cabernet Sauvignon
This warm-climate Chardonnay displays aromas of baked apple toast and spice. It's resiny and heavy in the mouth but there's enough acidity to maintain balance. Flavors of honeyed peach baked apple cinnamon and white pepper finish in tropical fashion where banana is the lasting fruit note.,Argentina,Chardonnay
Snappy prickly red-currant aromas fail to improve with airing. The palate is high in acidity creating a sheer feel to the cherry and raspberry fruit that drives the flavor profile. Drying and hollow on the finish. Very regular wine with bramble and tartness.,Argentina,Malbec
Dark crusty aromas mix with sweet coconut on the nose while the palate seems lactic and oaky despite fairly pointed acidity. Berry and plum flavors are entirely regular and the finish is sharp due to the aforementioned acidity. A bit leafy tasting as well.,Argentina,Cabernet Sauvignon
Dull and dilute but painless. The palate is chunky but with enough acids to stay lively and the flavors of green apple lemon and pineapple are decent enough. Tangy and slightly bitter on the finish.,Argentina,Pinot Grigio
Chunky and generic smelling with a nutty oily palate that isn't purely focused or clean. The palate has some bitterness and excess weight along with fading lychee and melon flavors. Not a terrible wine for $9 but the low price doesn't erase its flaws.,Argentina,Torrontés
Hot and rubbery on the nose and while it doesn't smell bad it doesn't persuade you to go further. The palate has size but it's not smooth as the acids dominate. And the flavors of berry and cherry are generic and almost impossible to identify as Syrah. Forgettable wine with tartness.,Argentina,Syrah
Bland and chunky with aromas of talcum powder and apple. The palate feel is a mix of spritz and heft and the flavors of melon and peach are pithy and lean toward bitter. Dusty and heavy on the finish an indication that it won't last long and has already seen better days.,Argentina,Bordeaux-style White Blend
Roasted oaky and resiny on the nose and then the palate delivers a bolt of acidity that makes the wine feel pointy in the mouth. The flavors are herbal and resiny with foresty black fruit at the core. Creamy and sticky on the finish and overall it struggles to present a pure balanced picture.,Argentina,Syrah
Flat on the nose with neutral slightly floral aromas. The palate is zesty and tart with midland flavors of lemon sour apple and lime. Chalky but o.k. on the finish. A one-dimensional white with hardly any lasting potential.,Argentina,Pinot Gris
Herbal raspberry and strawberry aromas are raw and a bit green. This feels scratchy as well with tomatoey flavors of red currant and plum skins. A modest finish is racy in feel but mild in flavor.,Argentina,Cabernet Sauvignon
Light cherry and raspberry aromas come in front of a grabby rubbery palate. This tastes like salty plum with little variation of that theme. A solid finish tastes exactly like what came before.,Argentina,Malbec
Flat cherry and clay aromas set up a scratchy almost citric palate with short but bright plum and raspberry flavors. This is basic Malbec with a tart hollow wiry finish.,Argentina,Malbec
Jammy stewy berry aromas are accented by brick dust and sweet oak that smells like plastic. Saturated jammy and clumsy in feel this tastes of baked peppery black fruits and oak. Finishing notes of chocolate herbs and licorice are chunky and a touch hot.,Argentina,Malbec
Earthy aromas of plum leather and corn tortilla are sketchy. This feels full but sort of flat with soupy herbal berry flavors. Olive weedy notes and saucy berry flavors control the finish.,Argentina,Bonarda
Murky aromas of earth and black fruits introduce a hard grabby palate. Heavy oak creates a hickory flavor to go with roasted herbal black-fruit notes while this finishes sticky resiny and oaky with heat and grabby residual tannins.,Argentina,Cabernet Sauvignon
Crisp minerally aromas are low on fruit. Zesty lively and citric on the palate this tastes lean linear and sharp with orange notes and a salty aftertaste. A briny tasting tangy finish fits the bill.,Argentina,Sauvignon Blanc
Saucy aromas shadow cassis and plum scents. This feels big and chunky but the flavors are not fully ripe and are instead slightly green and mulchy. A stewed character spills over onto the finish.,Argentina,Cabernet Sauvignon
Moderately stalky aromas of tomato and horsey plum lead to berry and plum flavors that are herbal and stalky much like the nose. A roasted stalky character is maintained on the finish.,Argentina,Malbec
Get prepared for another star wine from this Patagonian winery. Fresh berry graphite cola and toasty aromas lead to a big and smooth palate with supercharged black fruit herb toast and mocha flavors. It's spicy dry balanced and not the least bit out of shape. No matter how you cut it this is an excellent Argentine Malbec to drink now through 2020.,Argentina,Malbec
