description,country,variety
Earthy whiffs of dust and pollen belie radiant flavors of mango and peach on the palate. It's a ripe rather voluptuous beerenauslese yet elegantly honed along a line of tart tangerine acidity. Complex and layered it keeps the palate on its toes through a long exciting ride.,Germany,Riesling
Lavishly perfumed with hints of honeysuckle musk melon and pear this animated Riesling exhilarates the senses. Juicy and fresh with pristine stone-fruit flavor it glides effortlessly yet endlessly on the palate. Enjoy now for its gorgeous perfume but save a few bottles through 2020 to let the stately elegance shine through.,Germany,Riesling
Rheingraf's 2010s look to be terrific and this bottling from old vines starts fast. Mouthwatering notes of honey truffle and petrichor emerge followed by a wine that's plush and mouthfilling yet structured; ripe yet crisp. Drink now–2020.,Germany,Riesling
Ripe honeydew and peach notes lend a welcome touch of richness to this dry slightly stark Riesling. The midpalate bristles with acidity finishing tart and citrusy.,Germany,Riesling
Smoky brambly notes persist from nose to finish on this dry intensely savory Pinot Gris. Fresh lemon and apple flavors on the palate are concentrated but finish on a green vegetal tone.,Germany,Grauburgunder
Sunny tropical fruit and honey on the nose contrast with the brisk mineral tones on the palate of this refreshing dry wine. Crisp and quaffable it's an elegant introduction to this mysterious slightly savory grape.,Germany,Silvaner
Dried herb notes mingle with tart pineapple and tangerine flavors in this sprightly easy-drinking wine. Dry and medium-bodied in style it's marked by a touch of seawater minerality on the finish.,Germany,Silvaner
Smoke and earth tones add funk to the nose of this delicate off-dry wine. The palate is pristine with crisp white peach and apricot flavors but biting acidity and a bitter lemon-pith note leave the finish taut.,Germany,Riesling
Juicy black cherry and berry notes are layered in heady tones of char tobacco leaf and cedar in this easy drinking entry-level Pinot. Ruddy ripeness is balanced out neatly by brisk acidity. It's a tad lean in concentration with a brisk finish.,Germany,Pinot Noir
There's a zesty invigorating feel to this lime-kissed spätlese calibrated by layers of sweet juicy peach and pear that fill out the palate. It's effortlessly breezy yet nuanced with hints of saffron fennel and spice.,Germany,Riesling
Initial whiffs of nuts and bruised apple blow away revealing radiant aromas of marmalade and honey on this unctuous yet delicate wine. A shock of lemony acidity jolts the palate but recovery comes quickly with plush peach and tangerine sweetness. The finish is silky smooth and endless.,Germany,Riesling
In line with the cool vintage lemon-lime acidity cuts a sharp edge through this polished pristine spätlese. Sunny white peach and honey shine on the midpalate lending subtle sweetness and warmth to the dancing finish.,Germany,Riesling
Demure tones of apple lemon and bee pollen are invigorated on the palate by flavors of sunny lime pineapple and white peach. Delicately sweet in style it finishes briskly with a cutting bite of lime pith.,Germany,Riesling
Subtle notes of crushed mineral and lime on the nose contrast the lush tangerine and orange flavors in this off-dry concentrated wine. It's harmoniously sweet balanced neatly by strikes of steel and acid that tighten the finish. Drink now through 2019.,Germany,Riesling
A tinge of lime pith lends nuance to this straightforward yet refreshingly citrusy Riesling. Just a shade off dry its delicate sweetness is balanced neatly by cutting acidity and a spry zesty mouthfeel. Enjoy now for its freshness.,Germany,Riesling
Blossomy and perfumed this white wine made from red Pinot Noir grapes exudes much of the variety's smoky floral flair against the backdrop of a crisp refreshing white wine. The palate is concentrated in pressed apple and pear notes that finish briskly. Drink now.,Germany,Spätburgunder
Herbaceous lemony and a touch green this brisk light-bodied wine is made from Elbling one of the Mosel's little-known other grapes. Dry on the palate it's moderately concentrated with flavors of freshly-pressed apples and pear.,Germany,Elbling
Luscious honeyed tangerine and yellow peach notes are offset by a streak of minerality in this easy off-dry Riesling. It's delicate in body yet juicy and refreshing. Drink now.,Germany,Riesling
A blossomy perfumed edge lends lift and vibe to earthier notes of pressed apple and pear in this light-footed medium-sweet Riesling. It's racy and sharp in mouthfeel with a finish that's brisk and bright.,Germany,Riesling
Pressed apple and pears are dusted in pollen and saffron in this earth-toned Spätlese. Delicately sweet honey tones brighten the midpalate accompanied by bracing lemonade acidity. The finish is moderately long marked by a lingering touch of dried herbs.,Germany,Riesling
Hints of caramel and vanilla along with soft silky tannins add oaky woodsy warmth to the brambly flavors of red raspberry and cherry. It's delicately structured with bracing acidity that adds levity and zip highlighting the tart berry notes on the finish.,Germany,Pinot Noir
Deeply smoky as if enrobed in a layer of campfire ash this curiously aromatic Riesling pairs a dark minerally element with notes of sweet ripe melon and stone fruit. Dry and full bodied with an herbaceous fresh midpalate.,Germany,Riesling
Fresh green herbal notes and stony minerality add freshness to sweet stonefruit and yellow flowers on this crisp dainty Kabinett. Bristling with acidity the finish extends long on  a lusciously ripe citrus note.,Germany,Riesling
Fresh lemon-peel and lanolin notes add complexity to this bright intensely fruity Riesling. Crisp with acidity it's refreshingly easy on the palate with a delicate lacy sugar note that lingers long on the finish.,Germany,Riesling
Stony mineral notes juxtapose rich honey and grapefruit flavors in this foursquare dry Riesling. It's broad and creamy on the palate yet briskly balanced with acidity. The finish is vibrant and long accented with hints of lime and salt. Drink now through 2020.,Germany,Riesling
Dusty mineral and herbaceous green notes juxtapose curiously with slightly overripe apple and peach flavors on the palate of this dry Riesling. Soft tangerine acidity lends a sunny refreshing tone on the finish.,Germany,Riesling
Smoke and earth tones accent aromas of pressed apple on this brisk intensely citrusy Riesling. Lemon-lime flavors are zippy and bright on the palate but the finish falls a bit short.,Germany,Riesling
For such a small price this off-dry Riesling offers surprising refreshment and enjoyment. It's straightforward and fruity bursting with white-peach and pear flavors yet remarkably pristine in style. Zesty lemon-lime acidity showers the midpalate and leads a long rejuvenating finish.,Germany,Riesling
A revitalizing crush of lemon and limes this spry kabinett seems sweetened by a sprinkling of sugar-cookie crumbs. Racy acidity lends spine-tingling refreshment that finishes with a lingering herbal tone. Drink now through 2019.,Germany,Riesling
Delicate and dancing on the palate this light-footed Riesling highlights crystalline mineralilty against a backdrop of zesty grapefruit lime and lemon flavors. Off dry in style it finishes moderately long with lingering hints of bramble and crushed stones.,Germany,Riesling
There aren't many Rieslaner bottlings out there so this may be one of the few chances people have of trying this interesting variety. It starts off smoky and herbal developing strange leafy flavors that take some getting used to although there's an undercurrent of lime-like fruit as well. Sweet without being too sweet; try with the cheese course.,Germany,Rieslaner
