Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Critic_Score,Generos,Plataformas,Empresa,Titulos
2016,0,0,280000,46,0,17,422,1877
1998,0,0,80000,72,7,14,245,6686
2011,340000,960000,550000,54,0,16,254,5726
2015,210000,150000,0,77,0,27,121,1671
2008,4760000,3690000,440000,47,0,16,448,2820
2009,290000,20000,0,81,0,0,51,6694
2001,200000,160000,0,92,4,15,474,1720
2002,0,0,90000,79,3,15,330,4514
2006,30000,10000,0,57,10,28,448,7937
2009,300000,270000,0,58,0,4,442,8148
2003,80000,30000,0,41,3,6,82,4371
2010,0,0,20000,65,1,18,245,8626
2016,0,0,40000,66,0,19,332,5982
2016,20000,10000,0,81,1,29,454,532
2010,7040000,1950000,80000,93,8,27,296,2962
2014,0,0,40000,99,7,19,452,302
2001,2450000,2010000,870000,86,0,15,254,4442
2012,60000,80000,0,68,4,2,474,5931
2004,90000,40000,0,80,2,6,442,8291
2001,0,0,140000,85,7,5,136,6913
1995,210000,140000,210000,76,7,14,254,7058
2010,0,290000,0,79,9,13,131,7687
2010,30000,0,0,47,0,13,264,6966
2007,540000,550000,0,68,0,25,104,617
2011,0,0,30000,98,1,18,215,265
2007,860000,1560000,1050000,58,3,4,329,2451
1992,0,0,70000,81,7,22,140,1898
2001,0,0,120000,60,10,10,254,3516
2009,140000,30000,150000,88,0,16,452,2012
2006,0,0,30000,86,1,4,104,6630
2008,70000,0,0,58,6,16,21,6224
2002,10000,10000,0,50,6,15,254,8386
1998,0,0,20000,59,1,20,380,1182
2001,300000,100000,0,56,9,28,264,6944
2013,0,0,10000,85,1,18,379,6164
2008,120000,0,0,84,8,27,21,3143
2009,0,0,230000,59,2,18,317,7317
2002,190000,150000,0,88,0,15,130,721
2008,0,10000,0,75,4,13,442,8304
2010,70000,0,10000,68,1,18,332,1657
2009,0,20000,0,97,11,13,51,1189
2002,0,0,120000,100,10,14,254,8505
2009,100000,0,0,59,3,4,442,3599
2005,100000,0,0,51,10,18,131,2222
1993,0,0,70000,50,0,8,406,7027
2006,150000,20000,60000,48,10,27,452,1488
2008,160000,0,0,97,10,16,21,5888
2016,40000,50000,0,64,4,27,21,6678
2010,5990000,4370000,480000,69,8,16,21,946
2004,310000,90000,0,69,7,28,131,4018
2001,370000,290000,0,64,2,15,17,3940
2009,190000,10000,0,97,3,25,336,17
1997,190000,130000,0,58,2,14,489,4282
1998,70000,50000,0,61,7,14,21,2863
2002,3360000,210000,10000,75,10,15,131,4156
2004,100000,80000,0,97,10,15,406,2045
2003,100000,30000,0,69,6,28,51,296
2016,0,0,30000,59,7,17,328,7851
2008,0,0,40000,81,1,15,215,3651
2010,480000,20000,0,91,6,25,21,4635
2015,30000,20000,0,58,0,29,452,685
2012,0,0,20000,42,0,19,406,6307
1996,430000,290000,0,49,6,14,131,261
1995,0,0,220000,84,10,20,406,3652
1999,0,0,100000,55,1,14,254,4446
2002,0,10000,0,97,8,13,131,1217
2004,70000,50000,0,57,3,15,179,7516
2005,280000,0,0,81,9,4,277,3021
2007,130000,0,0,69,0,25,21,6841
1985,0,0,20000,42,0,4,311,7035
2009,20000,50000,0,46,8,13,495,2191
2010,530000,90000,270000,96,7,4,422,3773
1997,0,0,590000,76,7,14,421,2403
2006,30000,0,0,64,8,4,21,2843
2013,0,0,90000,80,0,19,317,2913
2005,30000,10000,0,54,0,6,150,7088
2003,20000,10000,0,95,6,7,17,1393
1993,520000,160000,1290000,86,2,22,329,7194
2012,240000,210000,0,51,10,16,131,7787
2005,20000,10000,0,54,0,6,172,986
2016,0,0,120000,61,10,16,254,3483
1999,230000,60000,0,42,10,10,329,3692
2006,20000,20000,570000,69,0,15,452,6320
2011,0,0,20000,56,1,4,245,6779
1981,1260000,80000,0,79,8,0,51,1045
2004,0,0,40000,79,5,18,217,5796
2001,50000,40000,60000,85,10,15,452,2631
2011,0,0,100000,97,7,19,422,4014
2006,200000,50000,0,100,4,4,495,7887
2014,0,0,30000,44,9,2,343,1252
2010,370000,330000,0,83,10,16,131,7785
2009,0,0,40000,42,7,4,277,4051
2004,110000,30000,0,68,4,28,492,6891
2010,90000,0,0,88,10,27,51,461
2011,790000,180000,30000,42,2,27,82,4286
2015,490000,220000,10000,91,3,29,296,5896
2009,0,80000,0,72,6,13,131,869
1984,420000,100000,280000,64,5,11,329,1168
2010,0,20000,0,49,10,27,208,6189
2004,460000,180000,0,59,2,28,131,2365
2008,30000,120000,0,61,7,27,88,7662
1999,0,0,520000,64,9,3,406,6379
2006,0,0,40000,81,2,15,317,6281
2009,70000,0,0,97,9,4,6,1647
2002,140000,50000,0,79,10,6,131,6258
2010,0,0,190000,89,0,18,420,3701
2009,0,0,230000,93,0,16,452,4752
2007,30000,0,0,99,9,4,130,8746
1998,150000,100000,120000,43,10,14,270,0
2007,60000,0,0,47,8,25,463,6883
2009,140000,40000,0,88,10,25,240,8627
2009,30000,0,0,62,1,25,428,7551
2009,0,20000,0,78,11,13,406,7003
2013,0,0,260000,50,0,16,317,2913
2008,80000,40000,0,96,0,27,442,1576
2008,80000,60000,0,80,10,15,414,4845
2008,0,0,10000,47,1,15,7,3648
1998,840000,50000,0,79,10,10,131,4160
2001,80000,60000,0,51,6,14,21,7976
2009,0,20000,0,47,11,16,414,8545
2002,290000,80000,0,78,8,28,406,7524
2005,230000,70000,0,82,0,28,51,7632
2010,0,0,30000,100,1,18,104,7002
2007,70000,60000,0,80,0,15,121,5675
2013,610000,350000,0,81,0,29,495,3894
2007,0,0,80000,72,2,18,82,2347
2014,1000000,1820000,0,57,9,13,131,7693
2016,0,0,30000,88,0,17,82,6419
2015,0,10000,0,99,0,17,317,5755
2002,180000,70000,0,51,0,6,492,886
2007,180000,10000,0,75,3,27,474,5932
2011,300000,0,0,43,3,27,510,4538
2003,60000,20000,0,48,0,28,298,6089
2008,40000,0,0,53,1,4,104,6474
2007,0,0,730000,68,3,4,329,5688
2008,190000,60000,630000,87,7,18,406,5501
2003,80000,60000,150000,75,7,15,478,2410
2015,140000,50000,10000,90,11,2,329,1181
2002,0,0,60000,86,10,15,120,2082
2010,60000,0,0,94,9,4,123,1943
2009,0,10000,0,84,1,13,240,152
2010,170000,40000,400000,60,0,16,82,6418
2005,710000,0,0,61,0,18,414,8070
1994,0,0,810000,51,1,22,84,3627
2011,40000,30000,0,46,0,16,317,3818
2006,0,0,30000,73,7,4,429,4462
2004,690000,540000,0,43,6,15,131,4827
2002,60000,20000,0,97,2,7,474,8105
2011,140000,100000,0,100,10,27,474,4684
2009,200000,150000,0,49,0,4,21,3258
2015,0,0,40000,42,0,19,158,8694
2007,200000,30000,0,87,0,16,474,7884
2005,0,0,440000,94,8,15,317,2916
1997,0,0,340000,98,0,14,317,4577
1997,1050000,200000,0,92,6,14,18,7404
2009,240000,50000,0,96,8,27,478,6661
2008,140000,20000,0,40,2,4,442,8284
1998,0,0,70000,75,8,14,61,5950
2010,0,0,130000,92,7,4,420,6557
2002,0,10000,0,44,7,13,230,3261
2003,40000,20000,0,94,4,6,442,5263
2009,0,0,30000,99,1,4,30,3118
2007,0,0,100000,98,2,4,406,706
2013,0,0,190000,82,3,2,317,3855
2006,80000,0,0,74,0,18,82,5682
2004,40000,10000,0,88,3,28,296,2163
2008,40000,0,0,74,1,4,258,3266
2004,80000,20000,0,62,2,28,217,6244
2015,0,60000,190000,74,0,16,317,5287
2006,20000,0,0,92,11,18,474,6926
1995,0,0,30000,81,3,22,432,3130
2006,500000,10000,0,48,9,4,474,1742
2010,80000,0,0,73,3,25,272,1457
2001,120000,100000,880000,74,9,15,51,4566
2003,1630000,220000,510000,69,2,15,51,1842
2011,40000,0,0,87,5,4,428,592
2002,10000,10000,0,44,3,15,40,7348
2004,360000,110000,0,47,10,28,131,4979
2005,0,0,40000,58,3,4,406,3537
1997,120000,80000,0,72,7,14,344,262
2011,0,0,10000,88,7,4,478,5976
2010,50000,0,0,64,3,13,495,6441
1996,660000,0,1450000,51,7,22,329,7132
2006,60000,0,0,53,0,4,6,1519
2008,160000,0,0,71,10,15,131,7782
2009,240000,170000,0,92,6,27,474,8216
2005,200000,60000,0,78,0,28,21,2299
1998,130000,90000,0,50,0,14,230,8404
2011,120000,10000,0,51,0,4,21,6840
1981,1490000,90000,0,64,8,0,21,6076
2007,10000,0,0,52,6,25,375,4811
2003,0,40000,0,97,11,13,478,1164
2002,2530000,810000,60000,46,8,15,414,6248
2010,90000,0,0,82,10,27,21,3984
2006,0,0,10000,60,0,18,254,5993
2004,820000,260000,0,91,0,28,21,6836
2009,0,80000,0,76,0,16,442,1576
2000,190000,150000,0,64,8,15,254,6608
2009,410000,210000,10000,76,0,16,131,7505
2001,150000,110000,0,57,10,15,297,2994
2005,0,0,210000,77,11,15,422,2552
2016,0,0,50000,63,3,17,36,8163
2011,30000,0,0,52,8,25,351,8392
2010,0,0,90000,57,10,15,254,8506
1999,0,0,100000,76,2,3,82,4288
2007,1150000,450000,0,48,3,25,121,3113
2008,0,0,190000,62,1,4,317,7950
2011,50000,110000,0,95,0,13,495,7625
2006,0,0,110000,88,2,15,406,4417
2011,0,0,120000,95,0,4,317,212
2000,1020000,50000,0,91,10,3,406,4953
2008,20000,210000,0,66,10,25,348,5355
2008,0,0,140000,94,7,4,317,7173
2013,70000,80000,0,61,0,27,422,3150
1998,50000,10000,0,61,6,10,442,5447
2016,40000,70000,0,66,9,29,152,2321
2008,0,0,30000,71,10,16,254,5752
2002,10000,10000,0,90,11,6,461,8236
2000,60000,40000,0,42,3,14,492,8646
2009,270000,10000,0,93,9,4,474,3277
2008,150000,20000,0,67,0,4,130,7896
2012,0,0,290000,43,3,25,329,3594
2011,0,0,110000,82,0,18,254,876
2013,20000,50000,0,89,8,13,85,6719
2007,410000,20000,0,93,0,15,130,7893
2002,150000,60000,0,50,8,6,440,6102
2010,100000,10000,0,94,3,27,302,1412
2012,80000,10000,30000,70,2,27,53,5454
2006,60000,50000,100000,81,7,15,422,2412
2015,0,0,20000,58,0,17,104,5098
2008,90000,10000,0,56,3,25,474,7949
2011,80000,30000,0,60,0,4,406,7764
2015,90000,70000,0,84,8,29,6,5439
2007,1300000,1260000,0,76,9,4,474,3273
2005,180000,140000,0,55,0,15,442,7549
2008,30000,0,0,81,6,4,363,1299
2004,50000,20000,0,99,0,6,53,6070
2005,270000,100000,0,88,4,6,237,7454
2012,140000,110000,0,90,7,26,131,4298
1994,4360000,1710000,3000000,66,4,22,329,1765
2005,40000,20000,0,92,0,6,104,3101
2006,120000,30000,0,60,0,7,21,8578
2014,110000,50000,0,71,3,29,296,5769
2002,930000,590000,210000,87,4,6,406,6745
2015,510000,1020000,1400000,71,9,2,329,275
2005,0,0,70000,98,7,4,82,4377
2016,560000,300000,80000,42,0,26,329,7612
2010,260000,1650000,330000,54,3,4,329,366
2010,0,0,30000,93,10,4,254,5143
2008,80000,180000,0,41,10,16,131,2239
2004,20000,0,0,57,0,7,58,989
2013,110000,110000,90000,44,7,19,317,7309
1998,0,0,90000,84,10,20,406,8489
2009,100000,0,0,61,1,4,406,7517
2007,620000,490000,10000,55,2,16,442,8282
2011,110000,90000,0,80,3,27,478,8635
2003,80000,30000,30000,41,0,28,82,1639
2010,0,60000,0,40,8,13,422,3643
2001,40000,30000,0,56,7,15,291,1432
2002,200000,50000,0,79,8,7,264,6950
2010,800000,450000,0,95,8,25,21,946
2013,90000,80000,0,44,2,26,495,3328
2004,0,90000,0,48,11,13,21,6163
2006,110000,10000,0,59,0,27,452,2009
2004,1750000,1200000,20000,68,0,15,21,6836
2013,1060000,350000,10000,80,0,29,296,1478
2005,40000,30000,0,49,10,15,131,6186
2008,210000,0,0,58,3,27,268,86
2002,2930000,2750000,170000,70,8,15,131,4342
2007,320000,10000,0,68,6,15,442,4122
2015,0,0,20000,99,0,19,317,2716
1998,0,0,30000,52,11,20,287,5270
2002,40000,10000,0,92,6,28,21,5881
2014,110000,150000,0,60,8,13,448,776
2008,10000,20000,0,88,3,4,348,4660
1999,20000,10000,0,52,5,14,51,483
2005,230000,80000,0,91,4,6,442,6861
2005,770000,110000,0,70,3,28,478,5032
2012,0,0,30000,94,0,18,317,7777
2009,10000,0,0,67,0,18,157,2584
2008,100000,0,0,80,0,4,419,4749
2006,90000,40000,0,76,6,4,474,373
2001,870000,660000,80000,67,0,6,131,3006
2009,0,130000,0,96,5,4,167,3472
2009,10000,140000,0,43,8,13,448,772
2009,120000,0,0,51,10,16,448,7440
2009,310000,190000,20000,43,0,27,474,7867
2008,130000,70000,260000,86,10,15,254,5358
2010,110000,100000,0,47,5,4,428,3475
2000,220000,150000,0,84,6,14,202,4830
1997,0,0,220000,53,3,10,317,64
2002,0,0,100000,93,2,14,317,3350
1997,320000,70000,0,70,2,10,298,4668
2009,180000,430000,0,46,1,4,167,3105
2011,40000,40000,0,56,0,19,422,350
2011,0,180000,0,53,5,13,152,267
2004,50000,10000,0,89,8,28,51,7399
2011,330000,320000,0,71,8,13,482,5650
2007,1210000,2430000,1030000,77,5,4,329,5757
2003,160000,120000,0,56,8,15,492,6260
2015,1540000,1180000,1460000,82,8,26,329,6855
2005,230000,60000,90000,79,1,7,329,1088
2012,40000,0,0,65,6,16,478,7411
2013,280000,0,270000,58,7,2,53,6498
2005,120000,100000,240000,52,7,15,422,2829
2008,0,100000,0,83,3,16,414,6657
2002,0,0,80000,50,10,14,254,981
2015,0,0,870000,82,0,2,518,4649
2015,90000,30000,0,40,0,13,495,535
2004,160000,50000,0,69,8,28,130,6477
2007,50000,0,0,69,7,4,131,5309
2011,80000,30000,0,74,6,2,21,1935
2004,520000,560000,0,63,0,15,474,7885
2008,160000,780000,0,77,5,4,474,5815
2016,40000,0,0,50,0,17,21,2705
2001,170000,40000,0,44,10,7,17,222
2006,0,0,20000,62,2,15,217,7566
2003,50000,20000,0,78,0,6,474,541
2006,60000,20000,0,94,1,4,6,7951
2006,40000,0,0,60,5,27,254,764
2010,0,1010000,0,67,10,13,406,2468
2008,230000,310000,30000,54,6,18,131,5111
2015,0,10000,0,79,10,13,474,6192
2006,220000,10000,80000,75,0,25,254,2085
1999,930000,630000,0,55,8,14,387,7869
2009,0,10000,0,79,10,13,406,2478
1994,1030000,270000,0,65,2,8,17,4664
1999,1000000,680000,0,60,10,14,10,4965
2007,0,0,220000,41,1,4,452,1364
2008,140000,270000,0,89,6,25,474,2099
1997,20000,10000,0,73,9,14,131,1449
2002,60000,50000,0,83,4,15,474,1714
2006,10000,10000,0,96,11,4,297,7334
2011,0,1130000,0,52,11,13,474,283
2012,360000,230000,380000,70,7,19,53,5457
2002,30000,10000,0,42,8,6,442,1433
2002,130000,40000,0,89,8,28,226,2922
2004,420000,150000,0,74,1,6,21,6574
2010,70000,0,0,95,5,18,254,5808
2007,210000,10000,0,70,0,25,495,4009
1996,180000,120000,420000,85,6,14,378,2489
2015,0,0,30000,52,7,2,393,4351
1994,0,0,270000,59,9,22,205,7766
2015,0,10000,0,45,0,13,152,2320
2004,600000,220000,0,44,1,6,329,4478
2013,130000,120000,0,92,6,26,131,5120
2008,0,10000,0,64,5,4,210,751
2006,0,0,20000,41,1,18,84,4129
2013,0,0,20000,73,1,18,215,2976
2007,140000,20000,150000,81,5,27,317,603
2008,0,30000,0,85,1,13,273,7734
2005,100000,30000,0,90,4,28,82,4370
2012,60000,50000,0,76,8,26,21,3417
2006,2450000,1010000,0,75,4,18,414,1468
2004,100000,40000,0,94,0,6,207,2351
2000,0,0,320000,49,7,10,84,2576
2009,20000,0,0,57,3,4,463,6034
2010,0,50000,0,95,5,4,154,4307
2007,1470000,770000,0,44,3,25,298,2643
2012,0,0,20000,77,0,18,215,2686
2009,290000,130000,0,62,4,25,121,7657
2001,1080000,700000,340000,44,0,15,82,5999
1999,1200000,250000,20000,52,2,10,442,8299
2007,0,0,20000,54,1,15,104,474
2010,20000,0,0,65,9,4,474,5485
2010,180000,10000,100000,55,7,18,277,2344
2016,50000,170000,0,93,10,29,6,6125
2007,260000,0,0,67,6,27,131,4823
2008,500000,0,0,50,5,4,115,1322
2013,0,0,130000,96,0,19,317,2026
2007,130000,0,0,65,6,27,442,1000
2002,10000,0,0,83,1,6,294,1012
2006,20000,0,0,65,3,25,6,8482
2003,20000,10000,0,73,4,28,58,8305
2010,120000,0,0,82,3,25,474,7433
2007,80000,0,0,91,10,18,448,4198
2016,0,30000,0,72,7,13,422,1588
2002,230000,60000,160000,77,7,7,226,5498
2012,0,20000,0,40,3,13,115,8582
2010,20000,0,0,72,0,25,272,5540
2006,30000,0,0,61,0,18,317,781
1997,2300000,100000,0,62,11,13,131,7756
2011,70000,0,40000,41,7,18,53,2917
2003,110000,90000,0,67,10,15,298,4961
2008,20000,0,0,80,8,25,321,1174
1982,1100000,70000,0,47,6,0,51,5623
2010,60000,20000,0,73,3,16,442,8042
2013,0,0,20000,83,1,18,30,6287
2011,0,0,100000,83,7,18,422,4014
2005,70000,0,0,44,5,4,509,8374
1995,0,0,40000,91,7,22,113,4460
2014,0,0,190000,68,7,19,317,53
2002,40000,30000,0,89,10,15,131,3901
2000,20000,10000,0,99,0,14,452,4648
2009,150000,60000,0,96,0,16,442,8148
2007,1830000,1190000,1540000,83,7,4,329,5595
2011,70000,40000,0,77,0,27,495,2840
2014,50000,10000,0,68,2,27,317,1619
1998,320000,220000,0,95,6,14,442,1065
1998,0,0,160000,51,1,20,223,2144
2011,190000,110000,0,52,0,27,131,3001
2014,50000,90000,10000,67,6,16,88,2598
2009,30000,10000,0,93,5,4,49,3470
2009,600000,360000,0,51,10,25,131,7784
1998,40000,30000,0,96,3,14,236,5225
2005,980000,40000,0,45,8,15,21,2899
2011,50000,80000,0,74,9,13,131,7698
2009,300000,0,0,72,9,4,474,7046
2012,0,10000,0,64,0,25,121,808
1999,90000,20000,0,56,6,10,249,7926
2008,1150000,840000,100000,100,8,16,414,6025
2002,90000,70000,160000,52,2,15,401,2874
2003,60000,20000,0,78,6,6,249,7925
2013,60000,30000,50000,61,8,27,104,2059
1998,80000,20000,0,77,0,10,226,4005
2009,1320000,370000,0,51,0,4,121,5509
2011,60000,20000,0,85,3,25,391,440
2016,0,0,20000,62,9,17,452,8436
2007,20000,0,0,81,10,25,51,453
2014,0,0,110000,64,0,19,452,6322
1997,160000,110000,0,79,6,14,370,8167
1999,160000,110000,0,100,4,14,414,7899
2011,70000,50000,0,96,0,16,406,7764
2002,0,0,20000,98,7,14,446,7848
1989,750000,300000,900000,87,10,5,329,7390
2002,20000,10000,70000,95,10,15,442,2590
1997,70000,50000,0,99,10,14,254,5029
2011,0,0,10000,97,1,27,83,3332
2005,0,70000,0,88,8,13,131,573
2014,0,30000,170000,96,2,19,317,3375
2014,0,80000,120000,86,0,19,414,6791
2016,20000,270000,110000,84,10,17,254,5731
2011,70000,70000,0,48,1,2,474,3420
2000,640000,430000,0,98,0,14,448,119
2004,50000,40000,0,71,7,15,406,6539
2007,0,0,150000,84,7,4,317,1851
2002,70000,20000,0,86,4,6,51,7661
2008,170000,20000,1360000,53,7,4,422,1892
2009,180000,200000,0,77,0,18,131,3003
2008,80000,0,0,45,3,4,369,5966
2011,260000,20000,0,59,3,4,21,6898
2010,130000,40000,0,88,0,4,442,7578
2014,150000,100000,0,60,8,27,406,204
2010,920000,600000,10000,89,4,25,406,6756
2003,90000,70000,0,63,3,15,414,2178
2007,100000,0,0,55,5,4,96,7054
2009,130000,40000,0,69,0,25,117,8371
2004,790000,270000,120000,43,4,6,329,1766
2011,0,60000,0,41,10,16,252,8268
2004,330000,10000,0,84,3,15,51,405
2005,120000,100000,0,83,10,15,478,1199
2003,720000,560000,0,65,3,15,298,4501
2014,70000,100000,0,42,7,13,474,6803
1996,0,0,920000,53,7,14,414,306
2009,0,320000,0,62,3,25,302,8078
2011,130000,0,0,78,10,25,448,5179
2011,170000,130000,0,94,1,25,329,4801
1998,1660000,40000,0,58,10,14,131,4160
2016,470000,330000,0,86,0,29,474,2314
2007,280000,10000,0,85,1,4,21,504
2015,170000,40000,0,49,2,27,317,1871
2016,10000,20000,10000,50,0,17,254,4448
2006,40000,0,0,79,6,18,317,5380
2013,1800000,1390000,1110000,51,0,2,329,4046
2009,80000,60000,0,74,10,15,420,4200
2016,110000,130000,70000,46,2,17,317,5283
1998,0,0,1610000,89,11,5,254,8673
2013,190000,100000,80000,94,0,26,329,7749
2014,50000,20000,0,92,10,17,478,7509
2010,210000,460000,0,54,1,25,474,5914
2015,0,0,60000,45,5,2,329,4271
2012,190000,140000,0,62,0,16,21,7992
2011,550000,100000,0,89,10,27,131,4989
1995,0,0,100000,80,7,22,13,8459
1998,130000,90000,0,48,2,14,317,2908
2008,500000,320000,0,76,0,25,21,3856
2004,220000,50000,1060000,93,0,15,131,6319
1998,940000,40000,0,41,6,10,131,4829
2011,1410000,490000,10000,55,8,27,482,5650
2005,100000,80000,0,49,0,15,130,5772
2011,80000,30000,0,89,6,4,21,1935
2012,0,20000,0,51,0,25,162,7472
2015,380000,40000,0,50,3,29,201,6113
1996,1430000,50000,0,66,6,14,131,4828
2003,0,20000,0,52,8,13,448,4313
2004,730000,260000,10000,56,4,7,21,6572
2011,140000,120000,0,47,4,19,414,3981
2007,110000,0,0,68,9,4,105,4038
2007,10000,10000,0,42,6,25,474,1955
2011,70000,0,0,59,6,25,254,3527
2001,130000,50000,0,51,1,6,254,3576
2004,60000,50000,0,61,6,15,414,1578
2012,0,0,40000,95,1,2,478,7805
2006,0,0,180000,84,9,15,61,83
2004,50000,20000,0,97,1,28,88,6382
2014,180000,640000,900000,74,3,19,416,4523
2008,140000,80000,0,40,10,27,448,1760
2007,690000,0,40000,59,6,15,131,5124
2004,400000,110000,0,94,3,28,406,37
1997,40000,30000,0,82,8,14,414,5920
2012,0,20000,0,47,0,16,6,7929
2005,110000,20000,10000,45,10,27,131,2214
2014,20000,0,0,69,8,26,21,917
2007,0,0,70000,86,0,4,245,6497
1996,20000,10000,160000,49,3,14,414,5040
2006,80000,20000,0,80,0,28,21,8578
2012,40000,130000,10000,87,7,16,115,6063
2009,420000,30000,0,92,8,4,264,6930
1995,30000,10000,230000,89,4,22,257,4368
2007,250000,30000,240000,61,4,4,329,1773
2007,260000,40000,220000,68,1,4,329,3197
2003,30000,10000,0,99,6,7,130,7552
2009,220000,140000,0,99,0,4,264,6947
2003,60000,20000,0,90,6,28,406,6399
2014,310000,190000,0,49,10,17,131,4992
2013,1220000,540000,20000,70,8,27,448,657
2016,0,0,10000,72,1,19,478,6560
2015,960000,670000,120000,65,0,17,495,1998
2007,10000,0,0,76,7,18,391,1982
2011,1730000,430000,20000,47,3,27,296,3757
2005,0,0,20000,65,8,15,131,576
2007,80000,10000,0,49,10,16,448,5005
2010,50000,0,0,69,8,13,422,2554
2013,40000,10000,0,95,6,27,115,6042
2005,60000,20000,0,73,10,7,131,4983
2007,1650000,850000,50000,97,8,27,448,655
2002,40000,10000,0,56,0,6,492,565
2008,70000,50000,0,78,7,15,61,2131
2006,0,0,10000,100,1,15,228,6797
2009,460000,20000,10000,84,10,16,131,4887
2003,280000,100000,0,95,10,6,131,3007
2001,10000,40000,0,65,0,13,131,3006
2010,2960000,4820000,810000,40,6,16,414,2809
2010,0,60000,0,62,10,25,31,6188
2009,130000,120000,0,46,0,27,254,6218
2009,0,0,30000,98,3,4,104,466
2008,90000,10000,0,45,3,18,436,5533
1990,2620000,600000,1520000,92,5,11,329,1818
2004,0,60000,0,55,6,13,131,5117
1994,0,0,50000,44,3,22,483,3131
2008,0,0,190000,49,10,4,406,5753
1984,0,0,1520000,75,6,11,329,2210
2006,0,0,50000,65,4,18,82,8107
2003,130000,40000,0,42,0,28,448,6984
2004,10000,0,0,48,6,28,144,5686
2009,30000,10000,0,78,1,4,474,2847
2016,1350000,1700000,150000,87,8,17,474,7886
2007,0,0,20000,69,1,15,287,5046
2000,230000,160000,0,43,3,14,202,8378
2008,220000,10000,0,89,0,25,21,6845
2005,200000,10000,0,49,0,4,131,3002
2003,110000,90000,0,94,8,15,509,726
2005,250000,70000,0,53,10,7,131,4881
2015,570000,60000,0,66,10,16,131,4151
2008,0,0,10000,81,1,15,30,7055
2009,140000,0,0,76,3,4,107,3600
2009,260000,40000,60000,58,5,16,317,3666
2002,240000,190000,0,73,9,15,21,6956
1990,1730000,690000,590000,51,6,5,329,2183
2009,350000,0,0,60,10,25,117,5960
2009,0,0,150000,91,10,16,254,5745
1999,170000,120000,0,72,3,14,21,75
2001,0,0,320000,65,7,14,317,2546
2015,40000,20000,0,43,0,27,82,6020
2005,120000,50000,0,69,0,6,131,529
2002,0,0,260000,42,7,6,254,8688
2001,120000,50000,0,79,10,6,58,6877
1998,60000,20000,0,67,8,10,305,3817
2008,220000,0,0,52,9,4,6,3199
2005,0,0,570000,59,7,15,317,7321
2016,0,170000,0,64,0,17,414,7519
2004,170000,50000,0,65,2,7,131,1528
2012,360000,210000,0,40,11,27,448,8585
2007,40000,0,0,84,4,4,363,1298
2013,60000,70000,0,77,4,17,435,5794
2014,310000,60000,0,50,10,29,131,4992
2011,470000,360000,0,46,3,15,478,8377
2003,910000,570000,0,50,8,28,474,7870
1999,180000,120000,0,92,10,14,131,1058
2006,0,0,210000,87,3,15,210,4589
2012,570000,180000,0,70,3,27,296,1397
2001,3140000,1240000,910000,45,4,6,329,7119
2007,400000,20000,0,99,0,15,21,6579
1995,0,0,40000,71,3,14,407,3262
2008,0,0,310000,85,10,18,254,3520
2009,0,0,60000,92,2,4,447,3671
2016,0,0,60000,78,7,19,158,940
2002,0,0,70000,86,10,15,423,5169
2003,170000,130000,0,85,6,15,442,8278
2007,270000,20000,0,81,10,25,51,4773
2005,320000,250000,0,85,4,15,121,1696
2006,120000,0,0,53,4,4,21,6839
2009,40000,0,0,63,7,4,152,1986
2000,30000,10000,0,92,10,7,478,5019
2006,10000,0,0,77,7,13,21,4289
2004,160000,50000,0,73,0,28,298,7715
2005,480000,20000,0,80,10,15,131,4983
2008,40000,10000,0,49,10,4,6,5713
2008,100000,0,0,43,0,4,130,247
2004,10000,10000,0,80,7,15,6,2804
2005,180000,50000,0,55,0,28,131,3002
2013,0,0,200000,42,10,16,254,5741
2003,0,0,220000,57,0,15,317,4554
2011,0,60000,0,100,5,4,167,3460
2011,0,50000,0,40,10,27,452,1056
2003,60000,20000,0,42,0,6,442,399
2010,0,100000,0,77,1,13,115,4022
2012,10000,100000,0,45,3,25,474,3595
2011,60000,40000,70000,41,0,16,452,8347
2001,140000,110000,0,43,10,15,442,524
2007,0,0,30000,52,3,15,254,5637
2014,80000,0,0,81,10,19,415,4087
2008,230000,0,0,77,9,4,474,3274
2005,1980000,1140000,10000,41,0,15,130,3905
2002,90000,30000,0,54,10,6,21,3691
2011,0,0,300000,62,0,2,317,5282
2010,0,0,30000,96,2,27,165,6427
2002,330000,120000,0,56,3,6,226,1848
2003,110000,90000,0,65,0,15,249,6140
2006,50000,10000,0,48,3,27,296,8592
2012,180000,50000,30000,44,0,16,414,6972
2008,360000,0,0,93,10,4,474,2113
2001,70000,60000,0,62,6,15,131,2196
2016,20000,0,0,65,3,17,51,408
2007,360000,10000,0,55,0,27,474,619
2010,110000,0,0,95,10,4,21,921
